director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
LuluWang,Awkwafina,TziMa,DianaLin,comedy drama,The Farewell,Awkwafina TziMa DianaLin LuluWang comedy drama
PollyannaMcintosh,PollyannaMcIntosh,CooperAndrews,Nora-JaneNoone,horror mystery,Darlin',PollyannaMcIntosh CooperAndrews Nora-JaneNoone PollyannaMcintosh horror mystery
JonFavreau,DonaldGlover,SethRogen,ChiwetelEjiofor,family animation drama,The Lion King,DonaldGlover SethRogen ChiwetelEjiofor JonFavreau family animation drama
QuentinTarantino,LeonardoDiCaprio,BradPitt,MargotRobbie,comedy drama thriller,Once Upon a Time in Hollywood,LeonardoDiCaprio BradPitt MargotRobbie QuentinTarantino comedy drama thriller
GuyNattiv,JamieBell,DanielleMacdonald,DanielHenshall,thriller action drama,Skin,JamieBell DanielleMacdonald DanielHenshall GuyNattiv thriller action drama
GideonRaff,ChrisEvans,HaleyBennett,MichaelK.Williams,drama thriller history,The Red Sea Diving Resort,ChrisEvans HaleyBennett MichaelK.Williams GideonRaff drama thriller history
DavidLeitch,DwayneJohnson,JasonStatham,IdrisElba,action adventure comedy,Fast & Furious Presents: Hobbs & Shaw,DwayneJohnson JasonStatham IdrisElba DavidLeitch action adventure comedy
ShawnKu,NicolasCage,BenjaminBratt,unknown,action thriller drama,A Score to Settle,NicolasCage BenjaminBratt unknown ShawnKu action thriller drama
YuvalAdler,DianeKruger,MartinFreeman,CasAnvar,drama thriller,The Operative,DianeKruger MartinFreeman CasAnvar YuvalAdler drama thriller
JamesBobin,IsabelaMoner,EugenioDerbez,MichaelPeña,adventure comedy family,Dora and the Lost City of Gold,IsabelaMoner EugenioDerbez MichaelPeña JamesBobin adventure comedy family
AndreaBerloff,MelissaMcCarthy,TiffanyHaddish,ElisabethMoss,drama crime action,The Kitchen,MelissaMcCarthy TiffanyHaddish ElisabethMoss AndreaBerloff drama crime action
SimonCurtis,MiloVentimiglia,AmandaSeyfried,KathyBaker,comedy drama romance,The Art of Racing in the Rain,MiloVentimiglia AmandaSeyfried KathyBaker SimonCurtis comedy drama romance
AndréØvredal,ZoeColletti,MichaelGarza,GabrielRush,horror thriller,Scary Stories to Tell in the Dark,ZoeColletti MichaelGarza GabrielRush AndréØvredal horror thriller
"TylerNilson,MichaelSchwartz",ShiaLaBeouf,DakotaJohnson,JohnHawkes,adventure drama comedy,The Peanut Butter Falcon,"ShiaLaBeouf DakotaJohnson JohnHawkes TylerNilson,MichaelSchwartz adventure drama comedy"
BartFreundlich,MichelleWilliams,JulianneMoore,BillyCrudup,drama,After the Wedding,MichelleWilliams JulianneMoore BillyCrudup BartFreundlich drama
CaseyAffleck,CaseyAffleck,AnnaPniowsky,TomBower,science fiction drama,Light of My Life,CaseyAffleck AnnaPniowsky TomBower CaseyAffleck science fiction drama
ThuropVanOrman,JasonSudeikis,JoshGad,LeslieJones,animation comedy adventure family,The Angry Birds Movie 2,JasonSudeikis JoshGad LeslieJones ThuropVanOrman animation comedy adventure family
GeneStupnitsky,JacobTremblay,BradyNoon,KeithL.Williams,comedy,Good Boys,JacobTremblay BradyNoon KeithL.Williams GeneStupnitsky comedy
GurinderChadha,ViveikKalra,KulvinderGhir,MeeraGanatra,drama comedy,Blinded by the Light,ViveikKalra KulvinderGhir MeeraGanatra GurinderChadha drama comedy
RichardLinklater,CateBlanchett,BillyCrudup,EmmaNelson,drama comedy,"Where'd You Go, Bernadette",CateBlanchett BillyCrudup EmmaNelson RichardLinklater drama comedy
JohannesRoberts,JohnCorbett,NiaLong,SophieNelisse,horror drama adventure,47 Meters Down: Uncaged,JohnCorbett NiaLong SophieNelisse JohannesRoberts horror drama adventure
WilliamMcGregor,MaxinePeake,EleanorWorthingtonCox,RichardHarrington,drama mystery horror history,Gwen,MaxinePeake EleanorWorthingtonCox RichardHarrington WilliamMcGregor drama mystery horror history
"MattBettinelli-Olpin,TylerGillett",SamaraWeaving,AdamBrody,MarkO'Brien,horror thriller comedy,Ready or Not,"SamaraWeaving AdamBrody MarkO'Brien MattBettinelli-Olpin,TylerGillett horror thriller comedy"
RicRomanWaugh,GerardButler,MorganFreeman,JadaPinkettSmith,action thriller,Angel Has Fallen,GerardButler MorganFreeman JadaPinkettSmith RicRomanWaugh action thriller
PaulDownsColaizzo,JillianBell,MichaelaWatkins,UtkarshAmbudkar,comedy drama,Brittany Runs a Marathon,JillianBell MichaelaWatkins UtkarshAmbudkar PaulDownsColaizzo comedy drama
AlexKendrick,AlexKendrick,PriscillaShirer,BenDavies,drama,Overcomer,AlexKendrick PriscillaShirer BenDavies AlexKendrick drama
DavidM.Rosenthal,MichaelEaly,JesseWilliams,NicoleBeharie,drama mystery horror,Jacob's Ladder,MichaelEaly JesseWilliams NicoleBeharie DavidM.Rosenthal drama mystery horror
MikeGan,TildaCobham-Hervey,SukiWaterhouse,HarryShumJr.,thriller,Burn,TildaCobham-Hervey SukiWaterhouse HarryShumJr. MikeGan thriller
JacobAaronEstes,JacobAaronEstes,DrewDaywalt(story);DavidOyelowo,StormReid,science fiction thriller mystery crime,Don't Let Go,JacobAaronEstes DrewDaywalt(story);DavidOyelowo StormReid JacobAaronEstes science fiction thriller mystery crime
MicahGallo,BruceDavison,DeniseCrosby,ElizabethRoberts,horror thriller,Itsy Bitsy,BruceDavison DeniseCrosby ElizabethRoberts MicahGallo horror thriller
FredDurst,JohnTravolta,DevonSawa,AnaGolja,crime thriller,The Fanatic,JohnTravolta DevonSawa AnaGolja FredDurst crime thriller
AndyMuschietti,JamesMcAvoy,JessicaChastain,BillHader,horror fantasy,It Chapter Two,JamesMcAvoy JessicaChastain BillHader AndyMuschietti horror fantasy
ChelseaStardust,HayleyGriffith,RubyModine,ArdenMyrin,horror comedy,Satanic Panic,HayleyGriffith RubyModine ArdenMyrin ChelseaStardust horror comedy
AliLeRoi,StevenSilver,NicolaPeltz,unknown,drama thriller,The Obituary of Tunde Johnson,StevenSilver NicolaPeltz unknown AliLeRoi drama thriller
JohnCrowley,AnselElgort,OakesFegley,AneurinBarnard,drama,The Goldfinch,AnselElgort OakesFegley AneurinBarnard JohnCrowley drama
LoreneScafaria,ConstanceWu,JenniferLopez,JuliaStiles,drama comedy crime,Hustlers,ConstanceWu JenniferLopez JuliaStiles LoreneScafaria drama comedy crime
MichaelTyburski,RashidaJones,PeterSarsgaard,TonyRevolori,drama,The Sound of Silence,RashidaJones PeterSarsgaard TonyRevolori MichaelTyburski drama
AlejandroLandes,JulianneNicholson,MoisésArias,unknown,drama war,Monos,JulianneNicholson MoisésArias unknown AlejandroLandes drama war
NzinghaStewart,AvaMichelle,GriffinGluck,LukeEisner,comedy drama romance,Tall Girl,AvaMichelle GriffinGluck LukeEisner NzinghaStewart comedy drama romance
LarsKlevberg,KathrynPrescott,GraceZabriskie,SamanthaLogan,horror thriller mystery,Polaroid,KathrynPrescott GraceZabriskie SamanthaLogan LarsKlevberg horror thriller mystery
JamesGray,BradPitt,TommyLeeJones,RuthNegga,science fiction drama,Ad Astra,BradPitt TommyLeeJones RuthNegga JamesGray science fiction drama
MichaelEngler,HughBonneville,JimCarter,MichelleDockery,drama romance history,Downton Abbey,HughBonneville JimCarter MichelleDockery MichaelEngler drama romance history
AdrianGrunberg,SylvesterStallone,AdrianaBarraza,PazVega,action thriller drama,Rambo: Last Blood,SylvesterStallone AdrianaBarraza PazVega AdrianGrunberg action thriller drama
HenryJacobson,SeannWilliamScott,MarielaGarriga,DaleDickey,horror science fiction,Bloodline,SeannWilliamScott MarielaGarriga DaleDickey HenryJacobson horror science fiction
JasonCabell,NicolasCage,LaurenceFishburne,unknown,action,Running with the Devil,NicolasCage LaurenceFishburne unknown JasonCabell action
BradAnderson,SamWorthington,LilyRabe,StephenTobolowsky,thriller,Fractured,SamWorthington LilyRabe StephenTobolowsky BradAnderson thriller
JillCulton,ChloeBennet,AlbertTsai,TenzingNorgayTrainor,family animation adventure comedy,Abominable,ChloeBennet AlbertTsai TenzingNorgayTrainor JillCulton family animation adventure comedy
StevenSoderbergh,MerylStreep,GaryOldman,AntonioBanderas,drama crime comedy,The Laundromat,MerylStreep GaryOldman AntonioBanderas StevenSoderbergh drama crime comedy
RupertGoold,RenéeZellweger,JessieBuckley,FinnWittrock,drama history music,Judy,RenéeZellweger JessieBuckley FinnWittrock RupertGoold drama history music
FranckKhalfoun,LoganMiller,KristineFroseth,unknown,thriller,Prey,LoganMiller KristineFroseth unknown FranckKhalfoun thriller
ToddPhillips,JoaquinPhoenix,RobertDeNiro,ZazieBeetz,crime thriller drama,Joker,JoaquinPhoenix RobertDeNiro ZazieBeetz ToddPhillips crime thriller drama
NoahHawley,NataliePortman,JonHamm,ZazieBeetz,drama science fiction thriller,Lucy in the Sky,NataliePortman JonHamm ZazieBeetz NoahHawley drama science fiction thriller
CraigBrewer,EddieMurphy,Keegan-MichaelKey,MikeEpps,drama comedy history,Dolemite Is My Name,EddieMurphy Keegan-MichaelKey MikeEpps CraigBrewer drama comedy history
VincenzoNatali,PatrickWilson,HarrisonGilbertson,RachelWilson,horror drama thriller,In the Tall Grass,PatrickWilson HarrisonGilbertson RachelWilson VincenzoNatali horror drama thriller
KevinMcMullin,KeeanJohnson,JaedenMartell,AlexNeustaedter,drama thriller,Low Tide,KeeanJohnson JaedenMartell AlexNeustaedter KevinMcMullin drama thriller
AbeForsythe,LupitaNyong'o,AlexanderEngland,JoshGad,adventure fantasy comedy family,Little Monsters,LupitaNyong'o AlexanderEngland JoshGad AbeForsythe adventure fantasy comedy family
AngLee,WillSmith,MaryElizabethWinstead,CliveOwen,science fiction action thriller,Gemini Man,WillSmith MaryElizabethWinstead CliveOwen AngLee science fiction action thriller
"ConradVernon,GregTiernan",OscarIsaac,CharlizeTheron,ChloëGraceMoretz,animation adventure comedy family,The Addams Family,"OscarIsaac CharlizeTheron ChloëGraceMoretz ConradVernon,GregTiernan animation adventure comedy family"
DavidMichôd,TimothéeChalamet,JoelEdgerton,SeanHarris,action thriller science fiction,The King,TimothéeChalamet JoelEdgerton SeanHarris DavidMichôd action thriller science fiction
"JonLucas,ScottMoore",AdamDevine,RoseByrne,AlexandraShipp,comedy,Jexi,"AdamDevine RoseByrne AlexandraShipp JonLucas,ScottMoore comedy"
VinceGilligan,AaronPaul,JessePlemons,ScottMacArthur,crime drama thriller action,El Camino: A Breaking Bad Movie,AaronPaul JessePlemons ScottMacArthur VinceGilligan crime drama thriller action
JoachimRønning,AngelinaJolie,ElleFanning,MichellePfeiffer,family fantasy adventure,Maleficent: Mistress of Evil,AngelinaJolie ElleFanning MichellePfeiffer JoachimRønning family fantasy adventure
RubenFleischer,WoodyHarrelson,JesseEisenberg,EmmaStone,horror action comedy,Zombieland: Double Tap,WoodyHarrelson JesseEisenberg EmmaStone RubenFleischer horror action comedy
TaikaWaititi,RomanGriffinDavis,ThomasinMcKenzie,ScarlettJohansson,comedy war drama,Jojo Rabbit,RomanGriffinDavis ThomasinMcKenzie ScarlettJohansson TaikaWaititi comedy war drama
RobertEggers,WillemDafoe,RobertPattinson,unknown,drama fantasy thriller horror,The Lighthouse,WillemDafoe RobertPattinson unknown RobertEggers drama fantasy thriller horror
BabakAnvari,ArmieHammer,DakotaJohnson,ZazieBeetz,horror drama mystery thriller,Wounds,ArmieHammer DakotaJohnson ZazieBeetz BabakAnvari horror drama mystery thriller
DeonTaylor,NaomieHarris,TyreseGibson,FrankGrillo,action thriller,Black and Blue,NaomieHarris TyreseGibson FrankGrillo DeonTaylor action thriller
AlfonsoGomez-Rejon,BenedictCumberbatch,MichaelShannon,KatherineWaterston,drama history,The Current War,BenedictCumberbatch MichaelShannon KatherineWaterston AlfonsoGomez-Rejon drama history
JustinDec,ElizabethLail,PeterFacinelli,AnneWinters,horror thriller,Countdown,ElizabethLail PeterFacinelli AnneWinters JustinDec horror thriller
DanKrauss,NatWolff,AlexanderSkarsgård,unknown,war action drama,The Kill Team,NatWolff AlexanderSkarsgård unknown DanKrauss war action drama
"ChrisLofing,TravisCluff",ChrisMilligan,EmaHorvath,BrittanyFalardeau,horror thriller,The Gallows Act II,"ChrisMilligan EmaHorvath BrittanyFalardeau ChrisLofing,TravisCluff horror thriller"
TimMiller,LindaHamilton,ArnoldSchwarzenegger,MackenzieDavis,action adventure science fiction thriller,Terminator: Dark Fate,LindaHamilton ArnoldSchwarzenegger MackenzieDavis TimMiller action adventure science fiction thriller
EdwardNorton,EdwardNorton,BruceWillis,GuguMbatha-Raw,drama thriller,Motherless Brooklyn,EdwardNorton BruceWillis GuguMbatha-Raw EdwardNorton drama thriller
MartinScorsese,RobertDeNiro,AlPacino,JoePesci,crime drama history,The Irishman,RobertDeNiro AlPacino JoePesci MartinScorsese crime drama history
KasiLemmons,CynthiaErivo,LeslieOdomJr.,JoeAlwyn,drama history,Harriet,CynthiaErivo LeslieOdomJr. JoeAlwyn KasiLemmons drama history
AaronWoodley,JeremyRenner,JamesFranco,HeidiKlum,animation adventure comedy,Arctic Dogs,JeremyRenner JamesFranco HeidiKlum AaronWoodley animation adventure comedy
NoahBaumbach,ScarlettJohansson,AdamDriver,LauraDern,drama,Marriage Story,ScarlettJohansson AdamDriver LauraDern NoahBaumbach drama
MikeFlanagan,EwanMcGregor,RebeccaFerguson,KylieghCurran,horror thriller,Doctor Sleep,EwanMcGregor RebeccaFerguson KylieghCurran MikeFlanagan horror thriller
PaulFeig,EmiliaClarke,HenryGolding,MichelleYeoh,comedy romance drama,Last Christmas,EmiliaClarke HenryGolding MichelleYeoh PaulFeig comedy romance drama
AndyFickman,JohnCena,Keegan-MichaelKey,JohnLeguizamo,comedy family,Playing with Fire,JohnCena Keegan-MichaelKey JohnLeguizamo AndyFickman comedy family
LukeSnellin,IsabelaMerced,ShameikMoore,KiernanShipka,romance comedy,Let It Snow,IsabelaMerced ShameikMoore KiernanShipka LukeSnellin romance comedy
RolandEmmerich,EdSkrein,PatrickWilson,LukeEvans,war history action drama,Midway,EdSkrein PatrickWilson LukeEvans RolandEmmerich war history action drama
SergioPablos,J.K.Simmons,JasonSchwartzman,RashidaJones,animation family adventure comedy,Klaus,J.K.Simmons JasonSchwartzman RashidaJones SergioPablos animation family adventure comedy
AlmaHar'el,ShiaLaBeouf,LucasHedges,NoahJupe,drama,Honey Boy,ShiaLaBeouf LucasHedges NoahJupe AlmaHar'el drama
CharlieBean,TessaThompson,JustinTheroux,KierseyClemons,family animation romance,Lady and the Tramp,TessaThompson JustinTheroux KierseyClemons CharlieBean family animation romance
MarcLawrence,AnnaKendrick,BillHader,KingsleyBen-Adir,family comedy fantasy,Noelle,AnnaKendrick BillHader KingsleyBen-Adir MarcLawrence family comedy fantasy
JamesMangold,MattDamon,ChristianBale,JonBernthal,drama action history,Ford v Ferrari,MattDamon ChristianBale JonBernthal JamesMangold drama action history
ElizabethBanks,KristenStewart,NaomiScott,EllaBalinska,action adventure comedy,Charlie's Angels,KristenStewart NaomiScott EllaBalinska ElizabethBanks action adventure comedy
BillCondon,IanMcKellen,HelenMirren,RussellTovey,crime,The Good Liar,IanMcKellen HelenMirren RussellTovey BillCondon crime
ScottZ.Burns,AdamDriver,AnnetteBening,TedLevine,thriller drama,The Report,AdamDriver AnnetteBening TedLevine ScottZ.Burns thriller drama
TreyEdwardShults,KelvinHarrisonJr.,LucasHedges,TaylorRussell,romance drama,Waves,KelvinHarrisonJr. LucasHedges TaylorRussell TreyEdwardShults romance drama
"ChrisBuck,JenniferLee",IdinaMenzel,KristenBell,JonathanGroff,family animation adventure comedy fantasy,Frozen II,"IdinaMenzel KristenBell JonathanGroff ChrisBuck,JenniferLee family animation adventure comedy fantasy"
MarielleHeller,TomHanks,MatthewRhys,SusanKelechiWatson,drama history,A Beautiful Day in the Neighborhood,TomHanks MatthewRhys SusanKelechiWatson MarielleHeller drama history
BrianKirk,ChadwickBoseman,SiennaMiller,StephanJames,crime action drama,21 Bridges,ChadwickBoseman SiennaMiller StephanJames BrianKirk crime action drama
ToddHaynes,MarkRuffalo,AnneHathaway,TimRobbins,drama thriller history,Dark Waters,MarkRuffalo AnneHathaway TimRobbins ToddHaynes drama thriller history
RianJohnson,DanielCraig,ChrisEvans,AnadeArmas,comedy drama crime mystery,Knives Out,DanielCraig ChrisEvans AnadeArmas RianJohnson comedy drama crime mystery
MelinaMatsoukas,DanielKaluuya,JodieTurner-Smith,BokeemWoodbine,drama romance crime,Queen & Slim,DanielKaluuya JodieTurner-Smith BokeemWoodbine MelinaMatsoukas drama romance crime
FernandoMeirelles,AnthonyHopkins,JonathanPryce,unknown,drama comedy history,The Two Popes,AnthonyHopkins JonathanPryce unknown FernandoMeirelles drama comedy history
LinoDiSalvo,AnyaTaylor-Joy,DanielRadcliffe,GabrielBateman,family animation comedy adventure,Playmobil: The Movie,AnyaTaylor-Joy DanielRadcliffe GabrielBateman LinoDiSalvo family animation comedy adventure
TomHarper,FelicityJones,EddieRedmayne,HimeshPatel,adventure drama romance,The Aeronauts,FelicityJones EddieRedmayne HimeshPatel TomHarper adventure drama romance
SamTaylor-Johnson,AaronTaylor-Johnson,BillyBobThornton,OdessaYoung,drama,A Million Little Pieces,AaronTaylor-Johnson BillyBobThornton OdessaYoung SamTaylor-Johnson drama
AdamEgyptMortimer,MilesRobbins,PatrickSchwarzenegger,SashaLane,fantasy horror mystery thriller,Daniel Isn't Real,MilesRobbins PatrickSchwarzenegger SashaLane AdamEgyptMortimer fantasy horror mystery thriller
JakeKasdan,DwayneJohnson,JackBlack,KevinHart,adventure comedy fantasy,Jumanji: The Next Level,DwayneJohnson JackBlack KevinHart JakeKasdan adventure comedy fantasy
ClintEastwood,PaulWalterHauser,SamRockwell,KathyBates,drama history crime,Richard Jewell,PaulWalterHauser SamRockwell KathyBates ClintEastwood drama history crime
SophiaTakal,ImogenPoots,LilyDonoghue,AleyseShannon,horror thriller mystery,Black Christmas,ImogenPoots LilyDonoghue AleyseShannon SophiaTakal horror thriller mystery
MichaelBay,RyanReynolds,MélanieLaurent,ManuelGarcia-Rulfo,action thriller comedy,6 Underground,RyanReynolds MélanieLaurent ManuelGarcia-Rulfo MichaelBay action thriller comedy
JayRoach,CharlizeTheron,NicoleKidman,MargotRobbie,drama history,Bombshell,CharlizeTheron NicoleKidman MargotRobbie JayRoach drama history
Safdiebrothers,AdamSandler,LakeithStanfield,JuliaFox,drama crime thriller,Uncut Gems,AdamSandler LakeithStanfield JuliaFox Safdiebrothers drama crime thriller
BenedictAndrews,KristenStewart,JackO'Connell,MargaretQualley,thriller drama,Seberg,KristenStewart JackO'Connell MargaretQualley BenedictAndrews thriller drama
TerrenceMalick,AugustDiehl,ValeriePachner,MatthiasSchoenaerts,drama war history,A Hidden Life,AugustDiehl ValeriePachner MatthiasSchoenaerts TerrenceMalick drama war history
J.J.Abrams,CarrieFisher,MarkHamill,AdamDriver,action adventure science fiction,Star Wars: The Rise of Skywalker,CarrieFisher MarkHamill AdamDriver J.J.Abrams action adventure science fiction
TomHooper,JamesCorden,JudiDench,JasonDerulo,family comedy,Cats,JamesCorden JudiDench JasonDerulo TomHooper family comedy
EricsonCore,WillemDafoe,JulianneNicholson,ChristopherHeyerdahl,adventure family,Togo,WillemDafoe JulianneNicholson ChristopherHeyerdahl EricsonCore adventure family
"NickBruno,TroyQuane",WillSmith,TomHolland,RashidaJones,animation action adventure comedy family,Spies in Disguise,"WillSmith TomHolland RashidaJones NickBruno,TroyQuane animation action adventure comedy family"
GretaGerwig,SaoirseRonan,EmmaWatson,FlorencePugh,drama romance,Little Women,SaoirseRonan EmmaWatson FlorencePugh GretaGerwig drama romance
SamMendes,GeorgeMacKay,Dean-CharlesChapman,MarkStrong,war drama action thriller,1917,GeorgeMacKay Dean-CharlesChapman MarkStrong SamMendes war drama action thriller
DestinDanielCretton,MichaelB.Jordan,JamieFoxx,BrieLarson,drama crime history,Just Mercy,MichaelB.Jordan JamieFoxx BrieLarson DestinDanielCretton drama crime history
ChinonyeChukwu,AlfreWoodard,WendellPierce,AldisHodge,drama,Clemency,AlfreWoodard WendellPierce AldisHodge ChinonyeChukwu drama
